arm,segment,step,scored_px,ink_px,best_f1,best_threshold,precision,recall,iou,balanced_accuracy
ref43,pherc1667-w023,050000,5403941,1295831,0.9315,132,0.9302,0.9328,0.8718,0.9554
ref43,pherc1667-w023,060000,5403941,1295831,0.9535,132,0.9510,0.9560,0.9111,0.9702
ref43,pherc1667-w023,075000,5403941,1295831,0.9657,134,0.9643,0.9672,0.9338,0.9779
loso42,pherc1667-w018,010000,13897012,3165208,0.4790,86,0.3983,0.6006,0.3149,0.6665
loso42,pherc1667-w018,020000,13897012,3165208,0.4597,74,0.3788,0.5845,0.2985,0.6509
loso42,pherc1667-w018,030000,13897012,3165208,0.4238,67,0.3277,0.5995,0.2689,0.6184
loso42,pherc1667-w018,040000,13897012,3165208,0.4535,72,0.3886,0.5444,0.2933,0.6459
loso42,pherc1667-w018,050000,13897012,3165208,0.4475,68,0.3574,0.5984,0.2883,0.6405
loso42,pherc1667-w018,060000,13897012,3165208,0.4314,69,0.3579,0.5427,0.2750,0.6278
loso42,pherc1667-w018,075000,13897012,3165208,0.4311,67,0.3553,0.5480,0.2748,0.6274
loso43,pherc1667-w018,010000,13897012,3165208,0.4795,91,0.4178,0.5625,0.3153,0.6657
loso43,pherc1667-w018,020000,13897012,3165208,0.4766,86,0.4252,0.5422,0.3129,0.6630
loso43,pherc1667-w018,030000,13897012,3165208,0.4377,69,0.3701,0.5354,0.2801,0.6333
loso43,pherc1667-w018,040000,13897012,3165208,0.4410,71,0.3780,0.5293,0.2829,0.6362
loso43,pherc1667-w018,050000,13897012,3165208,0.4388,68,0.3769,0.5251,0.2811,0.6345
loso43,pherc1667-w018,060000,13897012,3165208,0.4303,67,0.3454,0.5704,0.2741,0.6258
loso43,pherc1667-w018,075000,13897012,3165208,0.4284,67,0.3495,0.5532,0.2726,0.6248
ref42,pherc1667-w018,010000,13897012,3165208,0.5884,119,0.5658,0.6129,0.4168,0.7371
ref42,pherc1667-w018,020000,13897012,3165208,0.6608,118,0.6660,0.6557,0.4935,0.7794
ref42,pherc1667-w018,030000,13897012,3165208,0.7584,104,0.7721,0.7451,0.6108,0.8401
ref42,pherc1667-w018,040000,13897012,3165208,0.8358,116,0.8511,0.8210,0.7179,0.8893
ref42,pherc1667-w018,050000,13897012,3165208,0.8871,125,0.8925,0.8818,0.7971,0.9252
ref42,pherc1667-w018,060000,13897012,3165208,0.9207,134,0.9205,0.9208,0.8530,0.9487
ref42,pherc1667-w018,075000,13897012,3165208,0.9407,128,0.9369,0.9444,0.8880,0.9628
ref43,pherc1667-w018,010000,13897012,3165208,0.5767,113,0.5477,0.6090,0.4052,0.7303
ref43,pherc1667-w018,020000,13897012,3165208,0.6484,98,0.6318,0.6659,0.4797,0.7757
ref43,pherc1667-w018,030000,13897012,3165208,0.7416,105,0.7452,0.7380,0.5893,0.8318
ref43,pherc1667-w018,040000,13897012,3165208,0.8051,117,0.8126,0.7977,0.6738,0.8717
ref43,pherc1667-w018,050000,13897012,3165208,0.8630,123,0.8687,0.8574,0.7590,0.9096
ref43,pherc1667-w018,060000,13897012,3165208,0.9009,124,0.9058,0.8962,0.8197,0.9343
ref43,pherc1667-w018,075000,13897012,3165208,0.9276,129,0.9285,0.9267,0.8650,0.9528
loso42,pherc1667-w013,010000,3358647,1012040,0.5862,89,0.5257,0.6624,0.4146,0.7024
loso42,pherc1667-w013,020000,3358647,1012040,0.5997,81,0.5538,0.6538,0.4282,0.7133
loso42,pherc1667-w013,030000,3358647,1012040,0.5722,79,0.5615,0.5833,0.4008,0.6934
loso42,pherc1667-w013,040000,3358647,1012040,0.5567,77,0.4863,0.6510,0.3857,0.6772
loso42,pherc1667-w013,050000,3358647,1012040,0.5749,78,0.5200,0.6429,0.4034,0.6935
loso42,pherc1667-w013,060000,3358647,1012040,0.5370,73,0.4770,0.6143,0.3671,0.6619
loso42,pherc1667-w013,075000,3358647,1012040,0.5607,71,0.4976,0.6420,0.3895,0.6812
loso43,pherc1667-w013,010000,3358647,1012040,0.6074,96,0.5639,0.6582,0.4361,0.7193
loso43,pherc1667-w013,020000,3358647,1012040,0.6009,88,0.5471,0.6664,0.4295,0.7143
loso43,pherc1667-w013,030000,3358647,1012040,0.5849,74,0.5290,0.6540,0.4134,0.7015
loso43,pherc1667-w013,040000,3358647,1012040,0.5935,78,0.5692,0.6198,0.4219,0.7088
loso43,pherc1667-w013,050000,3358647,1012040,0.5882,70,0.5497,0.6324,0.4166,0.7045
loso43,pherc1667-w013,060000,3358647,1012040,0.5754,69,0.5020,0.6740,0.4039,0.6928
loso43,pherc1667-w013,075000,3358647,1012040,0.5627,69,0.5033,0.6379,0.3915,0.6832
ref42,pherc1667-w013,010000,3358647,1012040,0.7236,123,0.7112,0.7365,0.5669,0.8037
ref42,pherc1667-w013,020000,3358647,1012040,0.8361,129,0.8548,0.8182,0.7184,0.8792
ref42,pherc1667-w013,030000,3358647,1012040,0.9125,116,0.9075,0.9176,0.8391,0.9386
ref42,pherc1667-w013,040000,3358647,1012040,0.9481,124,0.9453,0.9509,0.9013,0.9636
ref42,pherc1667-w013,050000,3358647,1012040,0.9647,134,0.9651,0.9644,0.9318,0.9746
ref42,pherc1667-w013,060000,3358647,1012040,0.9742,140,0.9739,0.9744,0.9496,0.9816
ref42,pherc1667-w013,075000,3358647,1012040,0.9805,133,0.9802,0.9808,0.9618,0.9862
ref43,pherc1667-w013,010000,3358647,1012040,0.7047,114,0.6772,0.7345,0.5441,0.7918
ref43,pherc1667-w013,020000,3358647,1012040,0.8123,110,0.8100,0.8145,0.6839,0.8661
ref43,pherc1667-w013,030000,3358647,1012040,0.9028,120,0.9075,0.8982,0.8229,0.9294
ref43,pherc1667-w013,040000,3358647,1012040,0.9300,132,0.9294,0.9306,0.8692,0.9501
ref43,pherc1667-w013,050000,3358647,1012040,0.9561,129,0.9532,0.9591,0.9160,0.9694
ref43,pherc1667-w013,060000,3358647,1012040,0.9677,128,0.9638,0.9717,0.9375,0.9780
ref43,pherc1667-w013,075000,3358647,1012040,0.9775,133,0.9774,0.9776,0.9560,0.9839
